30.0,210,110,24,1,2,1,1,1,1,1,2,1,1,0,0.0,0.0
30.0,210,110,24,2,1,1,1,1,1,2,1,1,2,0,0.0,0.0
30.0,210,110,24,1,1,1,1,1,2,1,1,2,2,0,0.0,0.0
30.0,210,110,24,1,1,1,1,2,1,1,2,2,2,0,0.0,0.0
30.0,210,110,24,1,1,1,2,1,1,2,2,2,2,0,0.0,0.0
30.0,210,110,24,1,1,2,1,1,2,2,2,2,2,0,0.0,0.0
30.0,210,110,24,1,2,1,1,2,2,2,2,2,2,1,0.0,0.0
30.0,210,110,24,2,1,1,2,2,2,2,2,2,2,0,0.0,0.0
30.0,210,110,24,1,1,2,2,2,2,2,2,2,2,0,0.0,0.0
30.0,210,110,24,1,2,2,2,2,2,2,2,2,2,4,0.0,0.0
30.0,210,110,24,2,2,2,2,2,2,2,2,2,3,0,0.0,0.0
30.0,210,110,24,2,2,2,2,2,2,2,2,3,2,2,0.0,0.0
30.0,210,110,24,2,2,2,2,2,2,2,3,2,2,0,0.0,0.0
30.0,210,110,24,2,2,2,2,2,2,3,2,2,2,2,0.0,0.0
30.0,210,110,24,2,2,2,2,2,3,2,2,2,2,2,0.0,0.0
30.0,210,110,24,2,2,2,2,3,2,2,2,2,3,0,0.0,0.0
30.0,210,110,24,2,2,2,3,2,2,2,2,3,2,2,0.0,0.0
30.0,210,110,24,2,2,3,2,2,2,2,3,2,1,3,0.0,0.0
30.0,210,110,24,2,3,2,2,2,2,3,2,1,2,2,0.0,0.0
30.0,210,110,24,3,2,2,2,2,3,2,1,2,2,4,0.0,0.0
30.0,210,110,24,2,2,2,2,3,2,1,2,2,1,4,4.0000000000000003e-07,3.819718634205489e-06
30.0,210,110,24,2,2,2,3,2,1,2,2,1,2,5,1.6000000000000001e-06,1.2223099629457565e-05
30.0,210,110,24,2,2,3,2,1,2,2,1,2,2,5,1.2e-06,9.167324722093172e-06
30.0,210,110,24,2,3,2,1,2,2,1,2,2,1,5,2e-06,1.5278874536821953e-05
30.0,210,110,24,3,2,1,2,2,1,2,2,1,2,4,1.2e-06,1.1459155902616464e-05
30.0,210,110,24,2,1,2,2,1,2,2,1,2,1,3,1.2e-06,1.5278874536821953e-05
30.0,210,110,24,1,2,2,1,2,2,1,2,1,2,5,4.0000000000000003e-07,3.055774907364391e-06
30.0,210,110,24,2,2,1,2,2,1,2,1,2,1,6,8.000000000000001e-07,5.092958178940651e-06
30.0,210,110,24,2,1,2,2,1,2,1,2,1,2,4,1.2e-06,1.1459155902616464e-05
30.0,210,110,24,1,2,2,1,2,1,2,1,2,3,8,2.4e-06,1.1459155902616464e-05
30.0,210,110,24,2,2,1,2,1,2,1,2,3,2,8,6.2e-06,2.9602819415092534e-05
30.0,210,110,24,2,1,2,1,2,1,2,3,2,3,6,7.8e-06,4.9656342244671344e-05
30.0,210,110,24,1,2,1,2,1,2,3,2,3,2,7,6.799999999999999e-06,3.710583816085331e-05
30.0,210,110,24,2,1,2,1,2,3,2,3,2,2,6,8e-06,5.0929581789406506e-05
30.0,210,110,24,1,2,1,2,3,2,3,2,2,2,6,4.8e-06,3.0557749073643905e-05
30.0,210,110,24,2,1,2,3,2,3,2,2,2,4,8,3.2000000000000003e-06,1.5278874536821956e-05
30.0,210,110,24,1,2,3,2,3,2,2,2,4,1,6,8.000000000000001e-07,5.092958178940651e-06
30.0,210,110,24,2,3,2,3,2,2,2,4,1,2,3,8.000000000000001e-07,1.0185916357881302e-05
30.0,210,110,24,3,2,3,2,2,2,4,1,2,2,5,8.000000000000001e-07,6.111549814728782e-06
30.0,210,110,24,2,3,2,2,2,4,1,2,2,2,5,8.000000000000001e-07,6.111549814728782e-06
30.0,210,110,24,3,2,2,2,4,1,2,2,2,2,5,4.0000000000000003e-07,3.055774907364391e-06
30.0,210,110,24,2,2,2,4,1,2,2,2,2,2,6,4.0000000000000003e-07,2.5464790894703256e-06
30.0,210,110,24,2,2,4,1,2,2,2,2,2,2,4,8.000000000000001e-07,7.639437268410978e-06
30.0,210,110,24,2,4,1,2,2,2,2,2,2,1,6,4.0000000000000003e-07,2.5464790894703256e-06
30.0,210,110,24,4,1,2,2,2,2,2,2,1,2,5,1.2e-06,9.167324722093172e-06
30.0,210,110,24,1,2,2,2,2,2,2,1,2,1,3,4.0000000000000003e-07,5.092958178940651e-06
30.0,210,110,24,2,2,2,2,2,2,1,2,1,2,3,4.0000000000000003e-07,5.092958178940651e-06
30.0,210,110,24,2,2,2,2,2,1,2,1,2,2,4,4.0000000000000003e-07,3.819718634205489e-06
30.0,210,110,24,2,2,2,2,1,2,1,2,2,2,4,8.000000000000001e-07,7.639437268410978e-06
30.0,210,110,24,2,2,2,1,2,1,2,2,2,2,4,8.000000000000001e-07,7.639437268410978e-06
30.0,210,110,24,2,2,1,2,1,2,2,2,2,2,5,0.0,0.0
30.0,210,110,24,2,1,2,1,2,2,2,2,2,2,4,4.0000000000000003e-07,3.819718634205489e-06
30.0,210,110,24,1,2,1,2,2,2,2,2,2,2,4,0.0,0.0
30.0,210,110,24,2,1,2,2,2,2,2,2,2,1,4,4.0000000000000003e-07,3.819718634205489e-06
30.0,210,110,24,1,2,2,2,2,2,2,2,1,2,3,0.0,0.0
30.0,210,110,24,2,2,2,2,2,2,2,1,2,2,3,8.000000000000001e-07,1.0185916357881302e-05
30.0,210,110,24,2,2,2,2,2,2,1,2,2,1,4,1.6000000000000001e-06,1.5278874536821956e-05
30.0,210,110,24,2,2,2,2,2,1,2,2,1,2,3,1.6000000000000001e-06,2.0371832715762605e-05
30.0,210,110,24,2,2,2,2,1,2,2,1,2,2,5,8.000000000000001e-07,6.111549814728782e-06
30.0,210,110,24,2,2,2,1,2,2,1,2,2,2,3,4.0000000000000003e-07,5.092958178940651e-06
30.0,210,110,24,2,2,1,2,2,1,2,2,2,2,4,1.2e-06,1.1459155902616464e-05
30.0,210,110,24,2,1,2,2,1,2,2,2,2,2,2,1.2e-06,2.291831180523293e-05
30.0,210,110,24,1,2,2,1,2,2,2,2,2,3,4,4.0000000000000003e-07,3.819718634205489e-06
30.0,210,110,24,2,2,1,2,2,2,2,2,3,2,4,0.0,0.0
30.0,210,110,24,2,1,2,2,2,2,2,3,2,2,3,4.0000000000000003e-07,5.092958178940651e-06
30.0,210,110,24,1,2,2,2,2,2,3,2,2,3,3,4.0000000000000003e-07,5.092958178940651e-06
30.0,210,110,24,2,2,2,2,2,3,2,2,3,1,4,1.2e-06,1.1459155902616464e-05
30.0,210,110,24,2,2,2,2,3,2,2,3,1,2,6,1.2e-06,7.639437268410976e-06
30.0,210,110,24,2,2,2,3,2,2,3,1,2,2,5,1.4e-06,1.0695212175775368e-05
30.0,210,110,24,2,2,3,2,2,3,1,2,2,3,6,1.8e-06,1.1459155902616464e-05
30.0,210,110,24,2,3,2,2,3,1,2,2,3,2,6,4.6e-06,2.9284509528908743e-05
30.0,210,110,24,3,2,2,3,1,2,2,3,2,3,7,4.8e-06,2.619235634883763e-05
30.0,210,110,24,2,2,3,1,2,2,3,2,3,2,6,7e-06,4.4563384065730696e-05
30.0,210,110,24,2,3,1,2,2,3,2,3,2,3,5,7.2e-06,5.5003948332559035e-05
30.0,210,110,24,3,1,2,2,3,2,3,2,3,2,7,7e-06,3.819718634205488e-05
30.0,210,110,24,1,2,2,3,2,3,2,3,2,2,5,6e-06,4.5836623610465865e-05
30.0,210,110,24,2,2,3,2,3,2,3,2,2,2,8,5.7999999999999995e-06,2.7692960097989787e-05
30.0,210,110,24,2,3,2,3,2,3,2,2,2,2,6,5.6e-06,3.5650707252584554e-05
30.0,210,110,24,3,2,3,2,3,2,2,2,2,1,7,3.3999999999999996e-06,1.8552919080426654e-05
30.0,210,110,24,2,3,2,3,2,2,2,2,1,1,5,3e-06,2.2918311805232932e-05
30.0,210,110,24,3,2,3,2,2,2,2,1,1,2,5,1.4e-06,1.0695212175775368e-05
30.0,210,110,24,2,3,2,2,2,2,1,1,2,1,4,6e-07,5.729577951308232e-06
30.0,210,110,24,3,2,2,2,2,1,1,2,1,2,5,2e-06,1.5278874536821953e-05
30.0,210,110,24,2,2,2,2,1,1,2,1,2,3,3,1.2e-06,1.5278874536821953e-05
30.0,210,110,24,2,2,2,1,1,2,1,2,3,2,7,2e-06,1.091348181201568e-05
30.0,210,110,24,2,2,1,1,2,1,2,3,2,3,5,1.4e-06,1.0695212175775368e-05
30.0,210,110,24,2,1,1,2,1,2,3,2,3,2,6,1.6000000000000001e-06,1.0185916357881302e-05
30.0,210,110,24,1,1,2,1,2,3,2,3,2,3,4,4.0000000000000003e-07,3.819718634205489e-06
30.0,210,110,24,1,2,1,2,3,2,3,2,3,3,5,1.8e-06,1.3750987083139759e-05
