38.0,150,110,17,1,1,1,1,1,1,1,1,1,2,1,0.0,0.0
38.0,150,110,17,1,1,1,1,1,1,1,1,2,1,2,0.0,0.0
38.0,150,110,17,1,1,1,1,1,1,1,2,1,1,1,0.0,0.0
38.0,150,110,17,1,1,1,1,1,1,2,1,1,2,2,0.0,0.0
38.0,150,110,17,1,1,1,1,1,2,1,1,2,1,1,0.0,0.0
38.0,150,110,17,1,1,1,1,2,1,1,2,1,1,1,0.0,0.0
38.0,150,110,17,1,1,1,2,1,1,2,1,1,2,1,0.0,0.0
38.0,150,110,17,1,1,2,1,1,2,1,1,2,2,2,0.0,0.0
38.0,150,110,17,1,2,1,1,2,1,1,2,2,1,3,0.0,0.0
38.0,150,110,17,2,1,1,2,1,1,2,2,1,2,2,0.0,0.0
38.0,150,110,17,1,1,2,1,1,2,2,1,2,2,3,0.0,0.0
38.0,150,110,17,1,2,1,1,2,2,1,2,2,1,1,0.0,0.0
38.0,150,110,17,2,1,1,2,2,1,2,2,1,2,3,0.0,0.0
38.0,150,110,17,1,1,2,2,1,2,2,1,2,1,3,0.0,0.0
38.0,150,110,17,1,2,2,1,2,2,1,2,1,2,4,4.0000000000000003e-07,3.819718634205489e-06
38.0,150,110,17,2,2,1,2,2,1,2,1,2,2,3,0.0,0.0
38.0,150,110,17,2,1,2,2,1,2,1,2,2,1,2,4.0000000000000003e-07,7.639437268410978e-06
38.0,150,110,17,1,2,2,1,2,1,2,2,1,2,3,8.000000000000001e-07,1.0185916357881302e-05
38.0,150,110,17,2,2,1,2,1,2,2,1,2,1,2,8.000000000000001e-07,1.5278874536821956e-05
38.0,150,110,17,2,1,2,1,2,2,1,2,1,2,4,0.0,0.0
38.0,150,110,17,1,2,1,2,2,1,2,1,2,2,3,0.0,0.0
38.0,150,110,17,2,1,2,2,1,2,1,2,2,1,4,1.2e-06,1.1459155902616464e-05
38.0,150,110,17,1,2,2,1,2,1,2,2,1,2,4,8.000000000000001e-07,7.639437268410978e-06
38.0,150,110,17,2,2,1,2,1,2,2,1,2,1,4,4.0000000000000003e-07,3.819718634205489e-06
38.0,150,110,17,2,1,2,1,2,2,1,2,1,2,6,2e-06,1.2732395447351627e-05
38.0,150,110,17,1,2,1,2,2,1,2,1,2,2,4,1.4e-06,1.336901521971921e-05
38.0,150,110,17,2,1,2,2,1,2,1,2,2,2,5,1.2e-06,9.167324722093172e-06
38.0,150,110,17,1,2,2,1,2,1,2,2,2,1,5,1.2e-06,9.167324722093172e-06
38.0,150,110,17,2,2,1,2,1,2,2,2,1,2,5,8.000000000000001e-07,6.111549814728782e-06
38.0,150,110,17,2,1,2,1,2,2,2,1,2,1,4,8.000000000000001e-07,7.639437268410978e-06
38.0,150,110,17,1,2,1,2,2,2,1,2,1,2,4,4.0000000000000003e-07,3.819718634205489e-06
38.0,150,110,17,2,1,2,2,2,1,2,1,2,1,5,4.0000000000000003e-07,3.055774907364391e-06
38.0,150,110,17,1,2,2,2,1,2,1,2,1,1,4,4.0000000000000003e-07,3.819718634205489e-06
38.0,150,110,17,2,2,2,1,2,1,2,1,1,2,2,0.0,0.0
38.0,150,110,17,2,2,1,2,1,2,1,1,2,1,3,2e-06,2.5464790894703253e-05
38.0,150,110,17,2,1,2,1,2,1,1,2,1,1,3,0.0,0.0
38.0,150,110,17,1,2,1,2,1,1,2,1,1,1,4,4.0000000000000003e-07,3.819718634205489e-06
38.0,150,110,17,2,1,2,1,1,2,1,1,1,1,3,1.6000000000000001e-06,2.0371832715762605e-05
