54.0,210,130,17,2,3,2,2,2,2,3,2,2,3,7,1.7e-05,9.276459540213329e-05
54.0,210,130,17,3,2,2,2,2,3,2,2,3,1,7,1.54e-05,8.403380995252074e-05
54.0,210,130,17,2,2,2,2,3,2,2,3,1,2,9,1.32e-05,5.602253996834716e-05
54.0,210,130,17,2,2,2,3,2,2,3,1,2,2,5,1.44e-05,0.00011000789666511807
54.0,210,130,17,2,2,3,2,2,3,1,2,2,1,8,1.2e-05,5.7295779513082324e-05
54.0,210,130,17,2,3,2,2,3,1,2,2,1,2,8,1.32e-05,6.302535746439057e-05
54.0,210,130,17,3,2,2,3,1,2,2,1,2,1,7,8.8e-06,4.8019319972869e-05
54.0,210,130,17,2,2,3,1,2,2,1,2,1,2,5,7.6e-06,5.805972323992342e-05
54.0,210,130,17,2,3,1,2,2,1,2,1,2,1,6,7e-06,4.4563384065730696e-05
54.0,210,130,17,3,1,2,2,1,2,1,2,1,1,6,6.4000000000000006e-06,4.074366543152521e-05
54.0,210,130,17,1,2,2,1,2,1,2,1,1,2,6,5e-06,3.1830988618379074e-05
54.0,210,130,17,2,2,1,2,1,2,1,1,2,1,5,3.6e-06,2.7501974166279517e-05
54.0,210,130,17,2,1,2,1,2,1,1,2,1,1,5,4e-06,3.0557749073643905e-05
54.0,210,130,17,1,2,1,2,1,1,2,1,1,1,7,2.4e-06,1.3096178174418815e-05
54.0,210,130,17,2,1,2,1,1,2,1,1,1,1,4,1.2e-06,1.1459155902616464e-05
54.0,210,130,17,1,2,1,1,2,1,1,1,1,1,4,4.0000000000000003e-07,3.819718634205489e-06
54.0,210,130,17,2,1,1,2,1,1,1,1,1,1,4,8.000000000000001e-07,7.639437268410978e-06
54.0,210,130,17,1,1,2,1,1,1,1,1,1,1,4,8.000000000000001e-07,7.639437268410978e-06
54.0,210,130,17,1,2,1,1,1,1,1,1,1,1,5,1.2e-06,9.167324722093172e-06
54.0,210,130,17,2,1,1,1,1,1,1,1,1,2,4,8.000000000000001e-07,7.639437268410978e-06
54.0,210,130,17,1,1,1,1,1,1,1,1,2,1,3,4.0000000000000003e-07,5.092958178940651e-06
54.0,210,130,17,1,1,1,1,1,1,1,2,1,1,4,0.0,0.0
54.0,210,130,17,1,1,1,1,1,1,2,1,1,2,3,0.0,0.0
54.0,210,130,17,1,1,1,1,1,2,1,1,2,1,3,0.0,0.0
54.0,210,130,17,1,1,1,1,2,1,1,2,1,2,3,4.0000000000000003e-07,5.092958178940651e-06
54.0,210,130,17,1,1,1,2,1,1,2,1,2,1,4,8.000000000000001e-07,7.639437268410978e-06
54.0,210,130,17,1,1,2,1,1,2,1,2,1,2,3,4.0000000000000003e-07,5.092958178940651e-06
54.0,210,130,17,1,2,1,1,2,1,2,1,2,7,3,4.0000000000000003e-07,5.092958178940651e-06
54.0,210,130,17,2,1,1,2,1,2,1,2,7,7,3,0.0,0.0
54.0,210,130,17,1,1,2,1,2,1,2,7,7,1,2,0.0,0.0
54.0,210,130,17,1,2,1,2,1,2,7,7,1,2,3,0.0,0.0
54.0,210,130,17,2,1,2,1,2,7,7,1,2,2,2,0.0,0.0
54.0,210,130,17,1,2,1,2,7,7,1,2,2,2,4,0.0,0.0
54.0,210,130,17,2,1,2,7,7,1,2,2,2,1,3,0.0,0.0
54.0,210,130,17,1,2,7,7,1,2,2,2,1,2,3,0.0,0.0
54.0,210,130,17,2,7,7,1,2,2,2,1,2,1,4,4.0000000000000003e-07,3.819718634205489e-06
54.0,210,130,17,7,7,1,2,2,2,1,2,1,1,8,4.0000000000000003e-07,1.9098593171027445e-06
54.0,210,130,17,7,1,2,2,2,1,2,1,1,1,8,4.0000000000000003e-07,1.9098593171027445e-06
54.0,210,130,17,1,2,2,2,1,2,1,1,1,2,3,0.0,0.0
54.0,210,130,17,2,2,2,1,2,1,1,1,2,1,4,0.0,0.0
54.0,210,130,17,2,2,1,2,1,1,1,2,1,1,3,0.0,0.0
