38.0,150,110,17,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,150,110,17,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,3,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,150,110,17,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,3,2,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,150,110,17,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,3,2,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,150,110,17,1,1,1,1,1,2,1,1,2,1,1,1,1,2,3,2,3,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,150,110,17,1,1,1,1,2,1,1,2,1,1,1,1,2,3,2,3,1,3,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038197186342054886
38.0,150,110,17,1,1,1,2,1,1,2,1,1,2,1,2,3,2,3,1,3,3,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038197186342054886,0.0
38.0,150,110,17,1,1,2,1,1,2,1,1,2,2,2,3,2,3,1,3,3,4,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038197186342054886,0.0,0.007639437268410977
38.0,150,110,17,1,2,1,1,2,1,1,2,2,1,3,2,3,1,3,3,4,3,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0004,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0038197186342054886,0.0,0.007639437268410977,0.010185916357881302
38.0,150,110,17,2,1,1,2,1,1,2,2,1,2,2,3,1,3,3,4,3,2,3,2,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0004,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0,0.0038197186342054886,0.0,0.007639437268410977,0.010185916357881302,0.015278874536821955
38.0,150,110,17,1,1,2,1,1,2,2,1,2,2,3,1,3,3,4,3,2,3,2,4,0.0,0.0,0.0,0.0,0.0004,0.0,0.0004,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0,0.0038197186342054886,0.0,0.007639437268410977,0.010185916357881302,0.015278874536821955,0.0
38.0,150,110,17,1,2,1,1,2,2,1,2,2,1,1,3,3,4,3,2,3,2,4,3,0.0,0.0,0.0,0.0004,0.0,0.0004,0.0008,0.0008,0.0,0.0,0.0,0.0,0.0,0.0038197186342054886,0.0,0.007639437268410977,0.010185916357881302,0.015278874536821955,0.0,0.0
38.0,150,110,17,2,1,1,2,2,1,2,2,1,2,3,3,4,3,2,3,2,4,3,4,0.0,0.0,0.0004,0.0,0.0004,0.0008,0.0008,0.0,0.0,0.0012,0.0,0.0,0.0038197186342054886,0.0,0.007639437268410977,0.010185916357881302,0.015278874536821955,0.0,0.0,0.011459155902616465
38.0,150,110,17,1,1,2,2,1,2,2,1,2,1,3,4,3,2,3,2,4,3,4,4,0.0,0.0004,0.0,0.0004,0.0008,0.0008,0.0,0.0,0.0012,0.0008,0.0,0.0038197186342054886,0.0,0.007639437268410977,0.010185916357881302,0.015278874536821955,0.0,0.0,0.011459155902616465,0.007639437268410977
38.0,150,110,17,1,2,2,1,2,2,1,2,1,2,4,3,2,3,2,4,3,4,4,4,0.0004,0.0,0.0004,0.0008,0.0008,0.0,0.0,0.0012,0.0008,0.0004,0.0038197186342054886,0.0,0.007639437268410977,0.010185916357881302,0.015278874536821955,0.0,0.0,0.011459155902616465,0.007639437268410977,0.0038197186342054886
38.0,150,110,17,2,2,1,2,2,1,2,1,2,2,3,2,3,2,4,3,4,4,4,6,0.0,0.0004,0.0008,0.0008,0.0,0.0,0.0012,0.0008,0.0004,0.002,0.0,0.007639437268410977,0.010185916357881302,0.015278874536821955,0.0,0.0,0.011459155902616465,0.007639437268410977,0.0038197186342054886,0.012732395447351628
38.0,150,110,17,2,1,2,2,1,2,1,2,2,1,2,3,2,4,3,4,4,4,6,4,0.0004,0.0008,0.0008,0.0,0.0,0.0012,0.0008,0.0004,0.002,0.0014,0.007639437268410977,0.010185916357881302,0.015278874536821955,0.0,0.0,0.011459155902616465,0.007639437268410977,0.0038197186342054886,0.012732395447351628,0.01336901521971921
38.0,150,110,17,1,2,2,1,2,1,2,2,1,2,3,2,4,3,4,4,4,6,4,5,0.0008,0.0008,0.0,0.0,0.0012,0.0008,0.0004,0.002,0.0014,0.0012,0.010185916357881302,0.015278874536821955,0.0,0.0,0.011459155902616465,0.007639437268410977,0.0038197186342054886,0.012732395447351628,0.01336901521971921,0.009167324722093171
38.0,150,110,17,2,2,1,2,1,2,2,1,2,1,2,4,3,4,4,4,6,4,5,5,0.0008,0.0,0.0,0.0012,0.0008,0.0004,0.002,0.0014,0.0012,0.0012,0.015278874536821955,0.0,0.0,0.011459155902616465,0.007639437268410977,0.0038197186342054886,0.012732395447351628,0.01336901521971921,0.009167324722093171,0.009167324722093171
